GENE	symbol	PATHWAY	NAME
391211	OR2G6	hsa04740	Olfactory transduction
392133	OR10AC1	hsa04740	Olfactory transduction
392138	OR2A25	hsa04740	Olfactory transduction
392309	OR13J1	hsa04740	Olfactory transduction
392376	OR13C2	hsa04740	Olfactory transduction
392390	OR1L6	hsa04740	Olfactory transduction
392391	OR5C1	hsa04740	Olfactory transduction
392392	OR1K1	hsa04740	Olfactory transduction
393046	OR2A5	hsa04740	Olfactory transduction
401427	OR2A7	hsa04740	Olfactory transduction
401663	OR51H1	hsa04740	Olfactory transduction
401665	OR51T1	hsa04740	Olfactory transduction
401666	OR51A4	hsa04740	Olfactory transduction
401667	OR51A2	hsa04740	Olfactory transduction
401992	OR2T2	hsa04740	Olfactory transduction
401993	OR2T5	hsa04740	Olfactory transduction
401994	OR14I1	hsa04740	Olfactory transduction
402135	OR5K2	hsa04740	Olfactory transduction
402317	OR2A42	hsa04740	Olfactory transduction
403239	OR2T27	hsa04740	Olfactory transduction
403244	OR2T35	hsa04740	Olfactory transduction
403253	OR4A47	hsa04740	Olfactory transduction
403257	OR4C45	hsa04740	Olfactory transduction
403273	OR5H14	hsa04740	Olfactory transduction
403274	OR5H15	hsa04740	Olfactory transduction
403277	OR5K3	hsa04740	Olfactory transduction
403278	OR5K4	hsa04740	Olfactory transduction
403282	OR6C65	hsa04740	Olfactory transduction
403284	OR6C68	hsa04740	Olfactory transduction
440153	OR11H12	hsa04740	Olfactory transduction
441308	OR4F21	hsa04740	Olfactory transduction
441608	OR5B3	hsa04740	Olfactory transduction
441639	OR9K2	hsa04740	Olfactory transduction
441669	OR4Q3	hsa04740	Olfactory transduction
441670	OR4M1	hsa04740	Olfactory transduction
441911	OR10J3	hsa04740	Olfactory transduction
441932	OR2W5	hsa04740	Olfactory transduction
441933	OR13G1	hsa04740	Olfactory transduction
442179	OR1F12	hsa04740	Olfactory transduction
442184	OR2B3	hsa04740	Olfactory transduction
442185	OR2J1	hsa04740	Olfactory transduction
442186	OR2J3	hsa04740	Olfactory transduction
442191	OR14J1	hsa04740	Olfactory transduction
442194	OR10C1	hsa04740	Olfactory transduction
442361	OR2A2	hsa04740	Olfactory transduction
4991	OR1D2	hsa04740	Olfactory transduction
4992	OR1F1	hsa04740	Olfactory transduction
4993	OR2C1	hsa04740	Olfactory transduction
4994	OR3A1	hsa04740	Olfactory transduction
4995	OR3A2	hsa04740	Olfactory transduction
504189	OR8U8	hsa04740	Olfactory transduction
504190	OR8U9	hsa04740	Olfactory transduction
504191	OR9G9	hsa04740	Olfactory transduction
56656	OR2S2	hsa04740	Olfactory transduction
57101	ANO2	hsa04740	Olfactory transduction
653166	OR1D4	hsa04740	Olfactory transduction
729759	OR4F29	hsa04740	Olfactory transduction
79290	OR13A1	hsa04740	Olfactory transduction
79295	OR5H6	hsa04740	Olfactory transduction
79296	OR52E1	hsa04740	Olfactory transduction
79310	OR5H2	hsa04740	Olfactory transduction
79317	OR4K5	hsa04740	Olfactory transduction
7932	OR2H2	hsa04740	Olfactory transduction
79324	OR51G1	hsa04740	Olfactory transduction
79334	OR11H2	hsa04740	Olfactory transduction
79339	OR51B4	hsa04740	Olfactory transduction
79345	OR51B2	hsa04740	Olfactory transduction
79346	OR4C5	hsa04740	Olfactory transduction
79470	OR51J1	hsa04740	Olfactory transduction
79473	OR52N1	hsa04740	Olfactory transduction
79482	OR5AL1	hsa04740	Olfactory transduction
79490	OR10G6	hsa04740	Olfactory transduction
79501	OR4F5	hsa04740	Olfactory transduction
79541	OR2A4	hsa04740	Olfactory transduction
79544	OR4K1	hsa04740	Olfactory transduction
79549	OR6J1	hsa04740	Olfactory transduction
81050	OR5AC2	hsa04740	Olfactory transduction
81061	OR11H1	hsa04740	Olfactory transduction
81099	OR4F17	hsa04740	Olfactory transduction
81127	OR4K15	hsa04740	Olfactory transduction
81168	OR8J3	hsa04740	Olfactory transduction
81282	OR51G2	hsa04740	Olfactory transduction
81285	OR51E2	hsa04740	Olfactory transduction
81300	OR4P4	hsa04740	Olfactory transduction
81309	OR4C15	hsa04740	Olfactory transduction
81318	OR4A5	hsa04740	Olfactory transduction
81327	OR4A16	hsa04740	Olfactory transduction
81328	OR4A15	hsa04740	Olfactory transduction
81341	OR10W1	hsa04740	Olfactory transduction
81392	OR2AE1	hsa04740	Olfactory transduction
81399	OR4F16	hsa04740	Olfactory transduction
81442	OR6N2	hsa04740	Olfactory transduction
81448	OR6K2	hsa04740	Olfactory transduction
81458	OR2T7	hsa04740	Olfactory transduction
81466	OR2L5	hsa04740	Olfactory transduction
81469	OR2G3	hsa04740	Olfactory transduction
81470	OR2G2	hsa04740	Olfactory transduction
81472	OR2C3	hsa04740	Olfactory transduction
81696	OR5V1	hsa04740	Olfactory transduction
81697	OR2B2	hsa04740	Olfactory transduction
81797	OR12D3	hsa04740	Olfactory transduction
8383	OR1A1	hsa04740	Olfactory transduction
8386	OR1D5	hsa04740	Olfactory transduction
8387	OR1E1	hsa04740	Olfactory transduction
8388	OR1E2	hsa04740	Olfactory transduction
8389	OR1E3	hsa04740	Olfactory transduction
8390	OR1G1	hsa04740	Olfactory transduction
8392	OR3A3	hsa04740	Olfactory transduction
83988	NCALD	hsa04740	Olfactory transduction
8590	OR6A2	hsa04740	Olfactory transduction
255022	CALHM1	hsa04742	Taste transduction
259285	TAS2R39	hsa04742	Taste transduction
259286	TAS2R40	hsa04742	Taste transduction
259287	TAS2R41	hsa04742	Taste transduction
259289	TAS2R43	hsa04742	Taste transduction
259290	TAS2R31	hsa04742	Taste transduction
259291	TAS2R45	hsa04742	Taste transduction
259292	TAS2R46	hsa04742	Taste transduction
259293	TAS2R30	hsa04742	Taste transduction
259294	TAS2R19	hsa04742	Taste transduction
259295	TAS2R20	hsa04742	Taste transduction
259296	TAS2R50	hsa04742	Taste transduction
29850	TRPM5	hsa04742	Taste transduction
338398	TAS2R60	hsa04742	Taste transduction
342372	PKD1L3	hsa04742	Taste transduction
346562	GNAT3	hsa04742	Taste transduction
346562	GNAT3	hsa04973	Carbohydrate digestion and absorption
353164	TAS2R42	hsa04742	Taste transduction
40	ASIC2	hsa04742	Taste transduction
40	ASIC2	hsa04750	Inflammatory mediator regulation of TRP channels
50831	TAS2R3	hsa04742	Taste transduction
50832	TAS2R4	hsa04742	Taste transduction
50833	TAS2R16	hsa04742	Taste transduction
50834	TAS2R1	hsa04742	Taste transduction
50835	TAS2R9	hsa04742	Taste transduction
50836	TAS2R8	hsa04742	Taste transduction
50837	TAS2R7	hsa04742	Taste transduction
50838	TAS2R13	hsa04742	Taste transduction
50839	TAS2R10	hsa04742	Taste transduction
50840	TAS2R14	hsa04742	Taste transduction
54429	TAS2R5	hsa04742	Taste transduction
5726	TAS2R38	hsa04742	Taste transduction
6326	SCN2A	hsa04742	Taste transduction
6328	SCN3A	hsa04742	Taste transduction
6335	SCN9A	hsa04742	Taste transduction
6337	SCNN1A	hsa04742	Taste transduction
6337	SCNN1A	hsa04960	Aldosterone-regulated sodium reabsorption
6338	SCNN1B	hsa04742	Taste transduction
6338	SCNN1B	hsa04960	Aldosterone-regulated sodium reabsorption
6340	SCNN1G	hsa04742	Taste transduction
6340	SCNN1G	hsa04960	Aldosterone-regulated sodium reabsorption
80834	TAS1R2	hsa04742	Taste transduction
80834	TAS1R2	hsa04973	Carbohydrate digestion and absorption
80835	TAS1R1	hsa04742	Taste transduction
83756	TAS1R3	hsa04742	Taste transduction
83756	TAS1R3	hsa04973	Carbohydrate digestion and absorption
8645	KCNK5	hsa04742	Taste transduction
8645	KCNK5	hsa04974	Protein digestion and absorption
9033	PKD2L1	hsa04742	Taste transduction
2779	GNAT1	hsa04744	Phototransduction
2780	GNAT2	hsa04744	Phototransduction
2978	GUCA1A	hsa04744	Phototransduction
2979	GUCA1B	hsa04744	Phototransduction
5957	RCVRN	hsa04744	Phototransduction
6010	RHO	hsa04744	Phototransduction
6295	SAG	hsa04744	Phototransduction
8787	RGS9	hsa04744	Phototransduction
8787	RGS9	hsa05030	Cocaine addiction
9187	SLC24A1	hsa04744	Phototransduction
9626	GUCA1C	hsa04744	Phototransduction
162514	TRPV3	hsa04750	Inflammatory mediator regulation of TRP channels
41	ASIC1	hsa04750	Inflammatory mediator regulation of TRP channels
51802	ASIC5	hsa04750	Inflammatory mediator regulation of TRP channels
55515	ASIC4	hsa04750	Inflammatory mediator regulation of TRP channels
79054	TRPM8	hsa04750	Inflammatory mediator regulation of TRP channels
8989	TRPA1	hsa04750	Inflammatory mediator regulation of TRP channels
9311	ASIC3	hsa04750	Inflammatory mediator regulation of TRP channels
10152	ABI2	hsa04810	Regulation of actin cytoskeleton
10787	NCKAP1	hsa04810	Regulation of actin cytoskeleton
10788	IQGAP2	hsa04810	Regulation of actin cytoskeleton
128239	IQGAP3	hsa04810	Regulation of actin cytoskeleton
1730	DIAPH2	hsa04810	Regulation of actin cytoskeleton
221178	SPATA13	hsa04810	Regulation of actin cytoskeleton
2245	FGD1	hsa04810	Regulation of actin cytoskeleton
3071	NCKAP1L	hsa04810	Regulation of actin cytoskeleton
3645	INSRR	hsa04810	Regulation of actin cytoskeleton
3645	INSRR	hsa05215	Prostate cancer
3681	ITGAD	hsa04810	Regulation of actin cytoskeleton
3682	ITGAE	hsa04810	Regulation of actin cytoskeleton
50649	ARHGEF4	hsa04810	Regulation of actin cytoskeleton
55845	BRK1	hsa04810	Regulation of actin cytoskeleton
7114	TMSB4X	hsa04810	Regulation of actin cytoskeleton
81624	DIAPH3	hsa04810	Regulation of actin cytoskeleton
8874	ARHGEF7	hsa04810	Regulation of actin cytoskeleton
8874	ARHGEF7	hsa05135	Yersinia infection
89846	FGD3	hsa04810	Regulation of actin cytoskeleton
9087	TMSB4Y	hsa04810	Regulation of actin cytoskeleton
9459	ARHGEF6	hsa04810	Regulation of actin cytoskeleton
9459	ARHGEF6	hsa05212	Pancreatic cancer
10211	FLOT1	hsa04910	Insulin signaling pathway
2319	FLOT2	hsa04910	Insulin signaling pathway
23265	EXOC7	hsa04910	Insulin signaling pathway
23433	RHOQ	hsa04910	Insulin signaling pathway
5506	PPP1R3A	hsa04910	Insulin signaling pathway
5506	PPP1R3A	hsa04931	Insulin resistance
5507	PPP1R3C	hsa04910	Insulin signaling pathway
5507	PPP1R3C	hsa04931	Insulin resistance
5509	PPP1R3D	hsa04910	Insulin signaling pathway
5509	PPP1R3D	hsa04931	Insulin resistance
5573	PRKAR1A	hsa04910	Insulin signaling pathway
5575	PRKAR1B	hsa04910	Insulin signaling pathway
5576	PRKAR2A	hsa04910	Insulin signaling pathway
5577	PRKAR2B	hsa04910	Insulin signaling pathway
79660	PPP1R3B	hsa04910	Insulin signaling pathway
79660	PPP1R3B	hsa04931	Insulin resistance
89801	PPP1R3F	hsa04910	Insulin signaling pathway
90673	PPP1R3E	hsa04910	Insulin signaling pathway
90673	PPP1R3E	hsa04931	Insulin resistance
9322	TRIP10	hsa04910	Insulin signaling pathway
27445	PCLO	hsa04911	Insulin secretion
2864	FFAR1	hsa04911	Insulin secretion
3651	PDX1	hsa04911	Insulin secretion
3651	PDX1	hsa04930	Type II diabetes mellitus
3651	PDX1	hsa04950	Maturity onset diabetes of the young
3767	KCNJ11	hsa04911	Insulin secretion
3767	KCNJ11	hsa04930	Type II diabetes mellitus
3780	KCNN1	hsa04911	Insulin secretion
3782	KCNN3	hsa04911	Insulin secretion
3783	KCNN4	hsa04911	Insulin secretion
3783	KCNN4	hsa04970	Salivary secretion
3783	KCNN4	hsa04974	Protein digestion and absorption
54795	TRPM4	hsa04911	Insulin secretion
6514	SLC2A2	hsa04911	Insulin secretion
6514	SLC2A2	hsa04917	Prolactin signaling pathway
6514	SLC2A2	hsa04922	Glucagon signaling pathway
6514	SLC2A2	hsa04930	Type II diabetes mellitus
6514	SLC2A2	hsa04931	Insulin resistance
6514	SLC2A2	hsa04950	Maturity onset diabetes of the young
6514	SLC2A2	hsa04973	Carbohydrate digestion and absorption
6514	SLC2A2	hsa05230	Central carbon metabolism in cancer
9699	RIMS2	hsa04911	Insulin secretion
6770	STAR	hsa04913	Ovarian steroidogenesis
6770	STAR	hsa04925	Aldosterone synthesis and secretion
6770	STAR	hsa04927	Cortisol synthesis and secretion
6770	STAR	hsa04934	Cushing syndrome
6770	STAR	hsa04979	Cholesterol metabolism
3835	KIF22	hsa04914	Progesterone-mediated oocyte maturation
6793	STK10	hsa04914	Progesterone-mediated oocyte maturation
100653049	LOC100653049	hsa04915	Estrogen signaling pathway
10499	NCOA2	hsa04915	Estrogen signaling pathway
10499	NCOA2	hsa04919	Thyroid hormone signaling pathway
125115	KRT40	hsa04915	Estrogen signaling pathway
147183	KRT25	hsa04915	Estrogen signaling pathway
162605	KRT28	hsa04915	Estrogen signaling pathway
192666	KRT24	hsa04915	Estrogen signaling pathway
2288	FKBP4	hsa04915	Estrogen signaling pathway
2289	FKBP5	hsa04915	Estrogen signaling pathway
25984	KRT23	hsa04915	Estrogen signaling pathway
342574	KRT27	hsa04915	Estrogen signaling pathway
353288	KRT26	hsa04915	Estrogen signaling pathway
3857	KRT9	hsa04915	Estrogen signaling pathway
3858	KRT10	hsa04915	Estrogen signaling pathway
3858	KRT10	hsa05150	Staphylococcus aureus infection
3859	KRT12	hsa04915	Estrogen signaling pathway
3860	KRT13	hsa04915	Estrogen signaling pathway
3861	KRT14	hsa04915	Estrogen signaling pathway
3866	KRT15	hsa04915	Estrogen signaling pathway
3868	KRT16	hsa04915	Estrogen signaling pathway
3872	KRT17	hsa04915	Estrogen signaling pathway
3875	KRT18	hsa04915	Estrogen signaling pathway
3875	KRT18	hsa05130	Pathogenic Escherichia coli infection
3880	KRT19	hsa04915	Estrogen signaling pathway
3881	KRT31	hsa04915	Estrogen signaling pathway
3882	KRT32	hsa04915	Estrogen signaling pathway
3883	KRT33A	hsa04915	Estrogen signaling pathway
3884	KRT33B	hsa04915	Estrogen signaling pathway
3885	KRT34	hsa04915	Estrogen signaling pathway
3886	KRT35	hsa04915	Estrogen signaling pathway
390792	KRT39	hsa04915	Estrogen signaling pathway
54474	KRT20	hsa04915	Estrogen signaling pathway
7031	TFF1	hsa04915	Estrogen signaling pathway
8648	NCOA1	hsa04915	Estrogen signaling pathway
8648	NCOA1	hsa04919	Thyroid hormone signaling pathway
8648	NCOA1	hsa05200	Pathways in cancer
8648	NCOA1	hsa05224	Breast cancer
8687	KRT38	hsa04915	Estrogen signaling pathway
8688	KRT37	hsa04915	Estrogen signaling pathway
8689	KRT36	hsa04915	Estrogen signaling pathway
9166	EBAG9	hsa04915	Estrogen signaling pathway
434	ASIP	hsa04916	Melanogenesis
1447	CSN2	hsa04917	Prolactin signaling pathway
2001	ELF5	hsa04917	Prolactin signaling pathway
213	ALB	hsa04918	Thyroid hormone synthesis
389434	IYD	hsa04918	Thyroid hormone synthesis
405753	DUOXA2	hsa04918	Thyroid hormone synthesis
432	ASGR1	hsa04918	Thyroid hormone synthesis
433	ASGR2	hsa04918	Thyroid hormone synthesis
50506	DUOX2	hsa04918	Thyroid hormone synthesis
5172	SLC26A4	hsa04918	Thyroid hormone synthesis
6528	SLC5A5	hsa04918	Thyroid hormone synthesis
6906	SERPINA7	hsa04918	Thyroid hormone synthesis
7038	TG	hsa04918	Thyroid hormone synthesis
7038	TG	hsa05320	Autoimmune thyroid disease
7270	TTF1	hsa04918	Thyroid hormone synthesis
7276	TTR	hsa04918	Thyroid hormone synthesis
7849	PAX8	hsa04918	Thyroid hormone synthesis
7849	PAX8	hsa05200	Pathways in cancer
7849	PAX8	hsa05202	Transcriptional misregulation in cancer
7849	PAX8	hsa05216	Thyroid cancer
8458	TTF2	hsa04918	Thyroid hormone synthesis
10025	MED16	hsa04919	Thyroid hormone signaling pathway
10231	RCAN2	hsa04919	Thyroid hormone signaling pathway
116931	MED12L	hsa04919	Thyroid hormone signaling pathway
117247	SLC16A10	hsa04919	Thyroid hormone signaling pathway
117247	SLC16A10	hsa04974	Protein digestion and absorption
1733	DIO1	hsa04919	Thyroid hormone signaling pathway
1734	DIO2	hsa04919	Thyroid hormone signaling pathway
1735	DIO3	hsa04919	Thyroid hormone signaling pathway
1827	RCAN1	hsa04919	Thyroid hormone signaling pathway
1827	RCAN1	hsa04921	Oxytocin signaling pathway
1827	RCAN1	hsa05167	Kaposi sarcoma-associated herpesvirus infection
23389	MED13L	hsa04919	Thyroid hormone signaling pathway
25942	SIN3A	hsa04919	Thyroid hormone signaling pathway
25942	SIN3A	hsa05016	Huntington disease
25942	SIN3A	hsa05169	Epstein-Barr virus infection
25942	SIN3A	hsa05202	Transcriptional misregulation in cancer
29079	MED4	hsa04919	Thyroid hormone signaling pathway
53919	SLCO1C1	hsa04919	Thyroid hormone signaling pathway
6567	SLC16A2	hsa04919	Thyroid hormone signaling pathway
8841	HDAC3	hsa04919	Thyroid hormone signaling pathway
8841	HDAC3	hsa05034	Alcoholism
8841	HDAC3	hsa05203	Viral carcinogenesis
90390	MED30	hsa04919	Thyroid hormone signaling pathway
9282	MED14	hsa04919	Thyroid hormone signaling pathway
9440	MED17	hsa04919	Thyroid hormone signaling pathway
9442	MED27	hsa04919	Thyroid hormone signaling pathway
9862	MED24	hsa04919	Thyroid hormone signaling pathway
9882	TBC1D4	hsa04919	Thyroid hormone signaling pathway
9882	TBC1D4	hsa04931	Insulin resistance
9968	MED12	hsa04919	Thyroid hormone signaling pathway
9969	MED13	hsa04919	Thyroid hormone signaling pathway
181	AGRP	hsa04920	Adipocytokine signaling pathway
102724428	SIK1B	hsa04922	Glucagon signaling pathway
150094	SIK1	hsa04922	Glucagon signaling pathway
23235	SIK2	hsa04922	Glucagon signaling pathway
5531	PPP4C	hsa04922	Glucagon signaling pathway
55671	PPP4R3A	hsa04922	Glucagon signaling pathway
57223	PPP4R3B	hsa04922	Glucagon signaling pathway
51099	ABHD5	hsa04923	Regulation of lipolysis in adipocytes
1179	CLCA1	hsa04924	Renin secretion
1179	CLCA1	hsa04972	Pancreatic secretion
22802	CLCA4	hsa04924	Renin secretion
22802	CLCA4	hsa04972	Pancreatic secretion
358	AQP1	hsa04924	Renin secretion
358	AQP1	hsa04964	Proximal tubule bicarbonate reclamation
358	AQP1	hsa04976	Bile secretion
9635	CLCA2	hsa04924	Renin secretion
9635	CLCA2	hsa04972	Pancreatic secretion
3777	KCNK3	hsa04925	Aldosterone synthesis and secretion
3777	KCNK3	hsa04927	Cortisol synthesis and secretion
3777	KCNK3	hsa04934	Cushing syndrome
466	ATF1	hsa04925	Aldosterone synthesis and secretion
466	ATF1	hsa05202	Transcriptional misregulation in cancer
4929	NR4A2	hsa04925	Aldosterone synthesis and secretion
4929	NR4A2	hsa04928	Parathyroid hormone synthesis, secretion and action
51305	KCNK9	hsa04925	Aldosterone synthesis and secretion
190	NR0B1	hsa04927	Cortisol synthesis and secretion
2516	NR5A1	hsa04927	Cortisol synthesis and secretion
2516	NR5A1	hsa04934	Cushing syndrome
3739	KCNA4	hsa04927	Cortisol synthesis and secretion
3739	KCNA4	hsa04934	Cushing syndrome
3776	KCNK2	hsa04927	Cortisol synthesis and secretion
3776	KCNK2	hsa04934	Cushing syndrome
3776	KCNK2	hsa04971	Gastric acid secretion
5087	PBX1	hsa04927	Cortisol synthesis and secretion
5087	PBX1	hsa04934	Cushing syndrome
5087	PBX1	hsa05202	Transcriptional misregulation in cancer
56246	MRAP	hsa04927	Cortisol synthesis and secretion
56246	MRAP	hsa04934	Cushing syndrome
57552	NCEH1	hsa04927	Cortisol synthesis and secretion
57552	NCEH1	hsa04934	Cushing syndrome
57552	NCEH1	hsa04976	Bile secretion
57552	NCEH1	hsa04979	Cholesterol metabolism
10568	SLC34A2	hsa04928	Parathyroid hormone synthesis, secretion and action
10568	SLC34A2	hsa04978	Mineral absorption
10893	MMP24	hsa04928	Parathyroid hormone synthesis, secretion and action
11214	AKAP13	hsa04928	Parathyroid hormone synthesis, secretion and action
11214	AKAP13	hsa05163	Human cytomegalovirus infection
142680	SLC34A3	hsa04928	Parathyroid hormone synthesis, secretion and action
4324	MMP15	hsa04928	Parathyroid hormone synthesis, secretion and action
4325	MMP16	hsa04928	Parathyroid hormone synthesis, secretion and action
4325	MMP16	hsa05206	MicroRNAs in cancer
4326	MMP17	hsa04928	Parathyroid hormone synthesis, secretion and action
4666	NACA	hsa04928	Parathyroid hormone synthesis, secretion and action
56302	TRPV5	hsa04928	Parathyroid hormone synthesis, secretion and action
56302	TRPV5	hsa04961	Endocrine and other factor-regulated calcium reabsorption
5744	PTHLH	hsa04928	Parathyroid hormone synthesis, secretion and action
632	BGLAP	hsa04928	Parathyroid hormone synthesis, secretion and action
64386	MMP25	hsa04928	Parathyroid hormone synthesis, secretion and action
6569	SLC34A1	hsa04928	Parathyroid hormone synthesis, secretion and action
7421	VDR	hsa04928	Parathyroid hormone synthesis, secretion and action
7421	VDR	hsa04961	Endocrine and other factor-regulated calcium reabsorption
7421	VDR	hsa04978	Mineral absorption
7421	VDR	hsa05152	Tuberculosis
8521	GCM1	hsa04928	Parathyroid hormone synthesis, secretion and action
860	RUNX2	hsa04928	Parathyroid hormone synthesis, secretion and action
860	RUNX2	hsa05202	Transcriptional misregulation in cancer
9247	GCM2	hsa04928	Parathyroid hormone synthesis, secretion and action
9935	MAFB	hsa04928	Parathyroid hormone synthesis, secretion and action
389692	MAFA	hsa04930	Type II diabetes mellitus
389692	MAFA	hsa04950	Maturity onset diabetes of the young
10724	OGA	hsa04931	Insulin resistance
11000	SLC27A3	hsa04931	Insulin resistance
133522	PPARGC1B	hsa04931	Insulin resistance
22877	MLXIP	hsa04931	Insulin resistance
22877	MLXIP	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
51085	MLXIPL	hsa04931	Insulin resistance
51085	MLXIPL	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
5524	PTPA	hsa04931	Insulin resistance
57761	TRIB3	hsa04931	Insulin resistance
6945	MLX	hsa04931	Insulin resistance
6945	MLX	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
